0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-609.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-603.5333,7.747182,7.628273,7.432736,7.1644735,6.828803,6.432358,5.982893,5.4891243,4.9605083,4.4070187,3.8389146,3.266499,2.6998777,2.14874,1.622128,1.1282454,0.67430484,0.26633307,-0.09089342
-590.79224,24.984144,22.631165,19.064054,14.753466,10.247506,6.085226,2.7148743,0.43073276,-0.66126126,-0.644809,0.23700562,1.6361008,3.1667328,4.473139,5.2854843,5.4556036,4.968156,3.9279225,2.5281975
-593.0004,22.041546,20.349335,18.024878,15.270468,12.146284,8.951344,6.2435074,4.401619,3.3664627,2.9291155,3.0882285,3.9124417,5.151838,6.2594976,6.846345,6.9095573,6.529229,5.558644,3.8247638
-592.0614,23.452188,21.872208,19.531403,16.782167,13.978252,11.39832,9.20763,7.4644413,6.1588693,5.259492,4.7430234,4.593242,4.7730103,5.1880903,5.6673803,5.9777327,5.8756742,5.180481,3.8407717
-444.1359,63.533154,-47.894413,36.95796,13.2043495,-18.099707,-6.480772,-12.002955,-6.9995313,-5.938428,-2.227181,-3.771371,1.2485431,8.677744,-1.5763888,-1.9312762,-2.383843,7.274122,14.8635,-2.3444867
-131.16304,122.29879,-90.67728,69.10976,-13.728786,4.9660444,-34.73291,0.94456494,-18.93562,-8.185581,-24.084408,-8.706617,-1.4501761,1.5052965,9.525547,5.220696,7.815718,4.3505273,16.576023,-2.6886406
-251.15674,164.1518,-92.171036,23.639156,4.181234,-16.594305,-16.284399,-20.949905,-8.048763,-22.063637,-10.497197,-4.73565,-3.5591884,6.0522995,11.367613,11.128084,9.632618,27.41072,36.842003,23.973267
-299.36075,162.74767,-73.38551,3.2050357,0.24690801,-22.88747,-22.182194,-29.253237,-18.645317,-9.224001,8.085535,-0.2906704,-4.3244114,13.619337,17.988464,22.285137,31.36264,42.26054,32.315346,2.6373522
-377.22723,143.70375,-45.45923,-3.786228,16.11135,-11.279515,-14.779085,-22.083082,-19.41896,-11.513069,-4.4861765,-1.0208013,-4.576832,1.1380291,5.7540846,7.523948,18.444405,27.915037,32.23693,30.307674
-423.3109,125.933044,-27.685884,-2.6352377,16.423546,-19.704535,-26.309639,-21.634388,-18.963726,-12.497983,-7.2325096,2.260514,2.0767765,-6.434884,-0.8035387,10.838744,16.70289,25.034275,35.46076,34.626972
