mean,var,skew,kurtosis,delta_mean,delta_var,delta2_mean,delta2_var
0.0,1.0,0.0,0.7807197736691965,0.3414691317068046,0.0,0.6029432548512687,0.0
1.0,0.3941821708173322,0.44392813024205263,0.12578868133256407,1.0,0.8060103759700907,1.0,0.2677326065542014
0.4814682983778165,0.2809775742058373,0.9396211145575115,0.3226561416049478,0.0,1.0,0.0,0.40885189469533123
0.7569015088865503,0.09368903567087236,0.39785245363178895,0.19956163633857882,0.5228504029799035,0.7369034222580962,0.918192378624269,1.0
0.6164067116094493,0.08017865161183274,0.4724074358582477,0.0,0.2489489708652388,0.3356179677859959,0.43779623386362887,0.6087802234319839
0.6272099982791816,0.0655748752610897,0.8412718647309648,0.619963766038805,0.34858342945784376,0.16359939802774745,0.6630171796104377,0.22951633288688766
0.6197271543091906,0.0696275040561477,0.6509880752599966,0.03778151898944767,0.3365414479699439,0.04885546247810104,0.5956826233380955,0.09583285754022873
0.6498513476348354,0.068979182925386,1.0,0.5074154740921022,0.3613068428941736,0.08512296521185407,0.6178753826745608,0.0640906742753442
0.6396858963800823,0.03048371356660155,0.427880043757842,0.21839224355416864,0.3347748682654199,0.09640083878124221,0.5869459797109765,0.0796469539142343
0.6575803479111386,0.040993389801442584,0.563371556802321,0.38063751049345984,0.35325318041118153,0.06426899559928939,0.6140846285205919,0.07455620198290742
0.6485128965668088,0.03477639583195005,0.7636836598128411,0.8173374036444786,0.3354979350998168,0.12722253290920865,0.5922378494525516,0.09189386718630504
0.6262293049488905,0.011189903431370137,0.317194650350971,0.1948690456453462,0.32679469876996586,0.09487906286574935,0.5976956972108085,0.09299374635947681
0.6574303710866464,0.00390710155629253,0.7707658861135573,0.5226247228881015,0.3620159968821744,0.08034112535674026,0.6241796989751304,0.06656183444277537
0.6585961329734435,0.016728193350840966,0.3960553648543368,0.42197512608086796,0.3422368218943403,0.0753125361902706,0.5910175347058312,0.06323633168014016
0.6798550960219171,0.0,0.45928545907769036,1.0,0.3554688151021288,0.05728931630458759,0.6109213959041424,0.06767534556700723
0.6824974916774701,0.014136523127193046,0.45010760442618547,0.19937970406856736,0.3432092308122301,0.06223884051908082,0.5955514211963936,0.033631524656555695
0.6800758601919967,0.022408977075954028,0.5122529886981305,0.14214677240459933,0.33987441262198975,0.06666024985038287,0.6009325487173078,0.06124447012268517
0.6693894920685098,0.0014746098355899028,0.45642416042583595,0.40660358522387435,0.33443182842754404,0.06817060043698674,0.5996616854222674,0.06273798881672005
0.6630868962054816,0.017744468969767592,0.08019210608238425,0.4293478003440821,0.33731867778062347,0.044803391187600086,0.6046838611964795,0.03726034743426663
0.6870099823847531,0.014391792021137563,0.6709624361107791,0.018453977464815818,0.35722322242069326,0.06849154344812894,0.6149445657828847,0.05579564506977804
