mean,var,skew,kurtosis,delta_mean,delta_var,delta2_mean,delta2_var
0.0,1.0,0.0,0.9343595840706446,0.41468004194024555,0.0,0.6142678606730724,0.0
1.0,0.10157507154706999,0.05466224888825893,1.0,1.0,1.0,0.9738110991196902,0.6364493659916002
0.291532714321162,0.14334730387270175,1.0,0.5242571331501555,0.0,0.4261921135548254,0.0,0.28822910334192514
0.6559047928129791,0.09311009444448179,0.3627255004976973,0.30520178475286597,0.6279542916412214,0.48793275964248795,1.0,1.0
0.5427714988305227,0.050561762533593284,0.6274726673365169,0.018290032984039768,0.3484608670512723,0.26116513148754456,0.44258403267801355,0.8595580485303774
0.5184287226189856,0.01800886340777099,0.5411662092964555,0.2888272288173226,0.40043172918905073,0.09777082193550202,0.6461918909757807,0.35090952875528103
0.5747309259351941,0.021942794658777555,0.6541051865915777,0.09653904827117865,0.4476348452239605,0.055818373397300204,0.6432632177769392,0.10663206955382734
0.4945815796725064,0.018306986280150685,0.63663198890617,0.0,0.36776702994725236,0.056506860566097994,0.5652076286464167,0.09183578932293011
0.5417561293769712,0.011965246716928833,0.5958645707971536,0.11567148245628381,0.44229224739475065,0.07096168982089887,0.6600463065607427,0.11970575919455896
0.5166087840694704,0.008151403895489765,0.6152062796707106,0.12493645446219402,0.39996079883954505,0.05017527243933132,0.588265012329874,0.11545422382787665
0.5205548547148733,0.006597511795164584,0.5600848676039804,0.09201364883825014,0.41698975584491366,0.032017355945126606,0.6247282016622538,0.06988499186275486
0.5370853541934986,0.010862597225478271,0.6259299213709058,0.10656522900189458,0.42435567320178125,0.03714594661272958,0.6187925069697702,0.046290837158023
0.5137455879544913,0.008361340481214046,0.7008160629599539,0.07175459233846461,0.40101881094410535,0.026288233665938444,0.5999327762192276,0.048099376546036354
0.5350219243975664,0.003329426291659171,0.507092339893327,0.11450361856363223,0.42713350629477154,0.036018573673349714,0.6303092787182552,0.04972328386982386
0.517420218706603,0.006241248472004434,0.6031332651532019,0.22801008731690794,0.40437741230343077,0.027679712342180307,0.6002895234997361,0.043216512140537046
0.5203674058131446,0.0049405221514205845,0.6543982561453207,0.17740571116476817,0.4164050893738407,0.021470082680419483,0.6216560761359797,0.03513666637538139
0.530970801220368,0.0038783272826075415,0.588485515820784,0.17050948043571681,0.4208864208952926,0.019088908404177186,0.6170205985997215,0.024486069960033004
0.5170673125143269,0.0006302205387189857,0.5919154460890623,0.1514652265505581,0.4065420525139413,0.023799946338542783,0.6054565761947533,0.02959790740961409
0.5315138932643603,0.0,0.5496038110856285,0.1564604029414589,0.42313591397896194,0.02183323939054049,0.6244609364554959,0.0320838090320789
0.5261786190728238,0.0030912038553937934,0.5990016287108222,0.2592834877203169,0.41155719947421815,0.018267773223029818,0.6071554284848992,0.025468747905974694
