mean,var,skew,kurtosis,delta_mean,delta_var,delta2_mean,delta2_var
0.0,1.0,0.0,0.6460588356019028,0.33267279012260403,0.0,0.5997622986513447,0.0
1.0,0.10562356478570845,0.05715313076165178,0.9918602494682408,1.0,1.0,1.0,1.0
0.5014847511107423,0.056455936095294965,0.789971078852469,0.3560153340291028,0.0,0.19188014206145945,0.0,0.9641172153497689
0.7199240499900148,0.0527286252628656,0.31872789090807263,0.16745459355893869,0.4784432779712835,0.14796512620185573,0.8867145388216858,0.4586494958315738
0.6505914412750649,0.047058178751078865,0.5583466264754537,0.031751134327997615,0.28640525379533527,0.16717926209311398,0.4845851318431155,0.5094934272706159
0.6892592642978139,0.01610789881683161,0.6198356184492796,0.4427977209002905,0.35847688057240806,0.1199322979570588,0.6429881431947037,0.5215187027076601
0.638740205481064,0.022811875458191515,0.47186988097947,0.11485392459389515,0.29896004755679023,0.06991995690229401,0.5640663460734494,0.2962619098551385
0.6883461635039206,0.010795418701910751,0.509953086773347,0.3133310944827819,0.36577619568329217,0.05422720860601,0.6398361052387243,0.20772046783785983
0.654384007076093,0.004201278055709829,0.4965647812845084,0.15106947513323674,0.3100089190322021,0.04021107687811766,0.5663151886175615,0.1518052639130917
0.6728760452123145,0.011710995114454318,0.5403093234158415,0.0,0.34501303033699504,0.045342850097931216,0.6207564449097548,0.12256701591472692
0.663218197251792,0.0015975606917622179,0.7766220847103918,0.3314574631313796,0.32622784538968846,0.036933585831946183,0.5884956529467574,0.13951451662547706
0.6626851852010152,0.0,0.43386539911214217,0.5565788368737323,0.3323170966779281,0.020871228352422635,0.6034144020010449,0.08193903187256596
0.6623665854124047,0.0017680530998565218,0.17029899632928905,1.0,0.3324601798146031,0.017949399642621384,0.5998481145222951,0.03957915917004236
0.6618294354679848,0.002486894060799569,0.5062478422771723,0.6680244890341942,0.3323143353489085,0.01692305307582038,0.5996748266393541,0.03802180872197036
0.6737997448840862,0.0016412783784205778,0.5685555705192683,0.484508751804,0.3406609033066201,0.01699815598202717,0.6047682554355115,0.0379881717677822
0.6706918436495551,0.004770646580490597,0.6087780589967793,0.19747347173889662,0.3305988030631899,0.01720310485719356,0.5937274302800847,0.034972892432755275
0.686380095082927,0.00881054830787553,0.9251245510276879,0.2516684238833006,0.34314198717949107,0.01896776300383138,0.6072852275893444,0.03805793938533837
0.6625162855099092,0.0070128679352765965,1.0,0.5343422936657489,0.3167478206631965,0.016172757601657435,0.5839320726705455,0.03717468783872098
0.6735330724980263,0.003966828383032743,0.8958746583999228,0.571432899502434,0.3400245918451978,0.01935011279950994,0.6137228284406432,0.038162794405283154
0.6693677696108632,0.004304722344847364,0.83806509221722,0.4683886229699707,0.32989317016861924,0.018668296093452743,0.5936858538979939,0.043161436541507524
