mean,var,skew,kurtosis,delta_mean,delta_var,delta2_mean,delta2_var
-381.3438299891161,4155.099633888192,1.187784101658001,0.5804034234125446,0.0,0.0,0.0,0.0
112.58532545783372,284.1947896212195,0.5664746194787258,1.698922157190366,493.9291554469499,4002.5220291078413,493.9291554469499,4002.5220291078413
44.09701239415392,458.07862011430376,-1.0225686665283227,-0.16072674012831722,-68.48831306367983,719.7474570656751,-562.4174685106298,3020.7057005824245
38.368872504012245,221.9612078420851,0.9921145438730022,1.307839914412301,-5.728139890141676,927.4467444587452,62.76017317353816,2789.6747351190756
5.8917708028798055,119.03686133711616,-0.7753168255863104,1.054040759199343,-32.47710170113244,418.41997161096407,-26.748961810990775,2352.7197780904116
8.166960954171536,136.00893456658,1.9781375311414835,3.5905286540927515,2.275190151291732,375.7960794334802,34.75229185242417,1502.3228254784317
2.87150352134186,41.43532801634692,-0.4243020345392739,0.6051049543979174,-5.295457432829675,227.87498553873635,-7.570647584121405,1080.1328240965508
4.569237140467442,21.840159852535713,-0.10525421766975154,0.378480882761147,1.6977336191255816,32.482048441354024,6.993191051955258,394.49743810226045
1.6658347278535905,19.486982434766265,-0.0890478573587371,0.514251750768961,-2.903402412613851,22.746055294874928,-4.601136031739432,59.36335947040551
-2.021017080344186,18.723067558652758,-0.32667905741777414,-0.15863566715509592,-3.686851808197777,13.166400246984232,-0.7834493955839256,39.117456490347415
-2.272513696452651,32.42842502625191,0.882591904350149,1.1886327570621908,-0.2514966161084654,29.137150060009265,3.4353551920893106,44.79170638708709
-4.088559150351163,16.905371198399603,0.01489606356235337,0.47780128413489553,-1.8160454538985118,26.456270128884217,-1.5645488377900472,81.25672133225945
-1.4458328785372092,23.359119451358275,0.6522977861480845,0.6363953613774371,2.642726271813954,18.16905396037702,4.458771725712465,62.88205746220907
-1.4295313189558139,15.858116071551436,0.04473201518983508,0.5647858230812788,0.016301559581395304,19.430417273097863,-2.626424712232559,54.52711948673331
-0.9252263017255814,16.564003135277584,0.5478512512669527,0.6867141714353844,0.5043050172302327,20.77750163914014,0.48800345764883707,53.80202499477203
-4.210909014730232,16.306342115228677,-0.060555746537128974,-0.08714237637674316,-3.285682713004651,19.534556826825074,-3.7899877302348832,51.42203250542118
-6.187707692032558,23.165005669257088,0.4793759632420775,1.3500322588059888,-1.9767986773023256,17.090456026967555,1.3088840357023253,39.31672645728978
-6.775195333474418,20.87216978819193,0.3567393409767845,-0.23369578439512306,-0.5874876414418604,16.636906158703972,1.389311035860465,38.85879685630829
-5.878380584427907,21.430655712634998,0.7280212715052643,0.5458991373665203,0.8968147490465119,14.248403342043595,1.4843023904883723,29.908760442692852
-4.852969701444186,30.62253009748523,0.4874933285396943,-0.16406190408520782,1.025410882983721,14.480802634644387,0.12859613393720923,18.13274837200842
