mean,var
-265.74395106140713,1990.8682439240945
206.3370821176004,432.79799041255814
-48.390077225098565,964.8919341326718
-21.980325586310162,175.93780105230715
26.60068314360809,159.54761986085242
-12.774952962942868,139.89273564740085
-15.71021105151508,74.96907196178267
-1.1705041000545409,68.8090838323422
-7.798946891803591,57.901571063081136
-8.166772298522849,60.0494383440365
-5.134070542703016,62.59171013119747
-6.227532171023689,57.09526194814909
-6.5024323916351,59.704957838610795
-6.424101807472621,58.035978270674256
-6.155980519511994,58.87164215750489
-5.556027768145571,63.3320788271523
-5.454469228991972,74.05817915366568
-5.701108604505082,82.9378775115659
-6.005507266101547,68.07758679645076
-6.54491279762414,48.708653849376326
