mean,var
-186.00613310195578,13606.163302876537
116.05676578810966,1114.5699106065215
-16.927905198064334,1376.5631911192575
45.02905553339454,568.9761265526267
-19.271495704831224,853.4820080820194
24.85722704239894,346.1335032970998
-17.52912158730348,399.0290988354033
18.12832975496024,187.66222166086794
-5.980908750055698,189.4354759187585
8.480444609840946,96.58092699042179
1.5822261448057657,110.39447147353964
4.43996775046176,79.85834793403943
6.475500935154359,69.00348708168991
-2.794088159066314,71.08415344438863
7.444990321879572,64.63316450999075
-3.401019822759523,58.38791724140392
7.7803482379969084,51.87094550237024
-4.82148630236966,63.99076740312541
3.8932672031408297,48.15815831632296
-3.7907619337084335,82.89924917668587
