mean,var,skew,kurtosis,delta_mean,delta_var,delta2_mean,delta2_var
-192.3593064293505,12852.43463762292,-0.884912374658128,0.19886227590573835,0.0,0.0,0.0,0.0
112.95768287904686,1570.2728408888504,-0.8967052954179702,0.6104448513287668,305.31698930839735,10914.757567630833,305.31698930839735,10914.757567630833
-10.116400301171499,957.2078145791428,0.455536252362896,-0.0995197583907017,-123.07408318021838,3081.6763389456687,-428.39107248861575,9468.504128404316
43.74134162052772,599.1874485361814,-0.4217702323404285,0.935294111726428,53.85774192169922,1527.5477043302021,176.93182510191758,6995.655976267907
-5.794901870068715,513.3441953113379,0.3417668554206046,0.019265238642597105,-49.53624349059643,1070.4925125364746,-103.39398541229565,4186.174966570374
25.588720322817835,327.48878137608085,-0.7576004427238355,1.4238596705063413,31.38362219288655,761.4370225167393,80.919865683483,3301.2644177676134
-4.889019772404554,280.7284497759232,0.12139198111850033,-0.160625630240272,-30.477740095222387,631.0666609876905,-61.86136228810894,2352.024509925157
11.766531288191203,140.32665612109022,-0.09219101123301757,-0.1944844837892461,16.655551060595755,395.6156861926022,47.13329115581815,1749.7752475419281
2.067782453025825,123.22766795455878,-0.038883142798901774,0.046402047493265375,-9.698748835165377,236.92763262840148,-26.354299895761137,1039.9092074484818
9.553100031283304,123.45031738668854,-0.32504576938500956,0.108091940957876,7.485317578257478,239.80841598159913,17.18406641342286,760.3292969572478
-2.6456142988173523,118.8789483188167,-0.07885475133650514,-0.26233230869856783,-12.198714330100653,189.58027381708325,-19.684031908358136,705.4319952973968
6.7303348692883285,99.94099236197899,-0.11241305687418962,0.10396404230743261,9.375949168105679,149.69297676821432,21.57466349820633,539.9525706401083
0.45351811911407286,64.67991514243623,-0.005054074855461602,-0.05845038663524749,-6.276816750174255,106.21872728395506,-15.652765918279936,375.87902353978086
-0.1766232061762033,67.35187717140471,-0.054336463870555435,-0.015259261032238403,-0.6301413252902761,93.73134968614664,5.64667542488398,243.44843360040494
4.036524569438168,58.709980056043825,-0.07805789495227439,-0.036586404332285216,4.213147775614371,82.92696825856322,4.843289100904648,265.13269968820754
0.18953301310471682,59.562802554672274,-0.01346736225035465,-0.026276485444066466,-3.8469915563334514,90.32696093334845,-8.060139331947823,230.55106908094328
2.9068049554351982,50.06046459841539,-0.12794908502881805,-0.08282241132917711,2.7172719423304814,77.71422834881263,6.564263498663934,252.60859966741896
-0.957834389617331,52.91103639745027,0.14245274451501416,-0.08631300051695945,-3.86463934505253,79.83746958490615,-6.5819112873830115,228.38860992672744
4.334797002182383,63.7800885482041,0.20219281963674024,0.065822492926086,5.292631391799715,97.52699962978805,9.157270736852244,259.4028375558028
-0.9368707744684152,68.69528316425833,0.8295744246135924,1.734664605017774,-5.271667776650799,89.76589939001812,-10.564299168450514,290.61219353397416
