mean,var
-181.95163777136275,4957.89641178302
119.81804748743289,1382.1927233524048
-55.76874096996804,552.4781942898683
55.731449901654074,394.97656429742835
-0.8612724919643063,370.2803197228786
11.843391191992648,361.0941595128494
-0.46405055071063356,176.96260603640118
13.020577890535389,126.95132327260049
-12.25189783371062,118.15644720927256
-2.9102338204385862,120.55280058800756
0.19531528697007292,95.46291563357046
-2.6823751394795723,88.46443135414579
-6.384989141513455,83.21022653775643
-2.414340176434245,84.98694856303516
-0.1556587238578903,79.98881539801619
-7.977026129247775,70.38652714875415
0.07890523911178758,83.33903648667776
-7.511493619915445,90.95573211769104
-5.033963627267925,104.97911458692201
-1.6165628333082631,98.43624852322866
