mean,var
-233.7671412094061,6723.741764940286
130.0105599638642,696.3770039106017
2.400262640281757,256.6347855239158
38.47773113992685,113.15288801932076
-2.555754251752652,156.4427188588441
13.508869687815944,109.9413111085297
-14.813770825072467,101.14014026678873
7.1855143550087055,111.65434871963248
-16.416051931680762,95.19578612012783
-1.5391655138391778,137.54031443946286
-13.480137112667196,99.60252967494726
7.567380732378519,93.93459721771629
-5.5443173426689105,87.12992574157289
3.8048406677536732,72.36819151764514
-8.278817394167097,56.877861043566405
-6.718360236584408,98.38807757615004
-12.742981064831577,67.82720818353505
-11.061059566071215,106.98191632244203
-3.1464910154735017,71.87291049590058
-8.309741447164466,84.09694718405879
