mean,var
-211.9564113997389,6408.209163059466
142.39558588265078,793.7955450693486
-42.35641735355384,678.2021083976855
52.30951378239842,324.6136022856858
-7.686030648259645,360.9721142907539
10.59853603791296,279.59992869132384
-3.5244620601253365,207.4859422760595
12.68777854121242,123.41292929520922
-5.395590675676031,120.07013518134278
-0.6332888777356803,101.60702520725413
-1.260642297571894,108.0542180306453
-1.3572435213823457,76.68796742914682
-5.893957802053577,102.52353989189032
-3.719886310544353,77.91910310872848
-3.557367989861573,78.74620389152612
-2.6453667895143904,80.82020279526968
-2.23914151863018,80.40060524287139
-4.582523693351531,75.52406893829512
-2.738443337998533,72.9683671081262
-3.609997609100727,96.7988097678029
