mean,var
-260.29991362379127,1945.937959632821
197.90455434584158,446.41434414739325
-67.78537069594852,1069.4439988600486
-0.8041295549236728,302.46211918256995
34.58265348357165,196.70606414909093
-18.32756901710924,135.61245342072633
-10.332081059742377,119.94986394701252
-0.0583088878753263,71.46839713757069
-8.48929127044856,73.94517432354338
-7.573904170862847,86.15082385549296
-9.576123565633141,67.86934388559426
-9.63152603435814,69.26570778853932
-5.613414609797773,69.88525154027853
-7.1446939095693995,63.67577094780852
-7.165207999742082,68.40906216988196
-4.416895395484769,65.60971809187659
-5.924622107049091,60.35988791394743
-6.614724524993605,45.07726916613384
-5.577200684522599,40.55206339212231
-6.642410142263539,43.78584502937065
