mean,var
-220.7959989813096,6149.702867849991
138.36820619616418,1123.8253660976602
-33.0480820572177,690.3343097630969
41.62431504188488,522.9370451449097
2.8352616441952847,390.94860514063475
11.874184259251662,183.88688993431668
-1.5260935089878065,207.26314076978514
15.979175095832376,147.46511122872505
-1.6409329081084758,182.141897494138
3.6502022722897327,151.04022603184984
-0.7142480388091047,143.7942203801227
-2.0830112400656575,118.99365851863173
-4.425951011317546,136.90833651236616
-4.4863539309274465,113.14774961973391
-4.316832748002841,124.57986881272198
-2.8741523708419447,152.62844956402503
0.18393310084427034,140.60543593613747
-0.8928986198142671,128.84533562733432
-0.09664972235276974,141.3626959461773
4.169412047184739,217.59242359359246
