mean,var
-185.58725867581242,4651.815816395689
126.04762683822291,700.721435242994
-28.325294727142346,324.39731452433364
42.81941787138906,509.4934407057032
-20.373147687837893,336.646043801432
8.616229099015717,146.52759663128552
-15.083413979779914,234.89412682573052
11.683977394285185,111.21310370533418
-14.72911372331361,175.40560447600154
1.0481969107693507,304.1831336766305
-9.228785184454422,126.08836583084168
-7.411861128651984,93.65513218134693
-3.643265469694575,122.0633056644558
-7.73703923545604,125.01459199875461
0.6474559074343443,89.5759059377562
-3.686364819507104,88.39614787584618
4.261514237344517,137.2955480089107
-8.488459754509304,211.00158247073344
6.966133159938205,183.69350676664308
0.30740285889622765,122.11977604355768
